table_catalog,table_schema,table_name,table_type,is_insertable_into,is_typed,creation_time,table_name_lower
blockchain-etl,ethereum_zeroex,Exchange_v3_0_event_OwnershipTransferred,VIEW,NO,NO,2020-05-14 18:49:05.319000+00:00,exchange_v3_0_event_ownershiptransferred
blockchain-etl,ethereum_zeroex,Exchange_v3_0_event_Fill,VIEW,NO,NO,2020-05-14 18:48:01.134000+00:00,exchange_v3_0_event_fill
blockchain-etl,ethereum_zeroex,Exchange_v1_0_event_LogError,VIEW,NO,NO,2020-05-14 18:44:46.793000+00:00,exchange_v1_0_event_logerror
blockchain-etl,ethereum_zeroex,Exchange_v3_0_event_CancelUpTo,VIEW,NO,NO,2020-05-14 18:46:32.650000+00:00,exchange_v3_0_event_cancelupto
blockchain-etl,ethereum_zeroex,Exchange_v2_1_event_Cancel,VIEW,NO,NO,2020-05-14 18:47:18.983000+00:00,exchange_v2_1_event_cancel
blockchain-etl,ethereum_zeroex,Exchange_v3_0_event_ProtocolFeeMultiplier,VIEW,NO,NO,2020-05-14 18:49:16.710000+00:00,exchange_v3_0_event_protocolfeemultiplier
blockchain-etl,ethereum_zeroex,Exchange_v1_0_event_LogCancel,VIEW,NO,NO,2020-05-14 18:44:46.446000+00:00,exchange_v1_0_event_logcancel
blockchain-etl,ethereum_zeroex,Exchange_v2_1_event_AssetProxyRegistered,VIEW,NO,NO,2020-05-14 18:47:18.985000+00:00,exchange_v2_1_event_assetproxyregistered
blockchain-etl,ethereum_zeroex,Exchange_v2_0_event_Fill,VIEW,NO,NO,2020-05-14 18:45:01.378000+00:00,exchange_v2_0_event_fill
blockchain-etl,ethereum_zeroex,Exchange_v2_1_event_CancelUpTo,VIEW,NO,NO,2020-05-14 18:46:31.474000+00:00,exchange_v2_1_event_cancelupto
blockchain-etl,ethereum_zeroex,Exchange_v1_0_event_LogFill,VIEW,NO,NO,2020-05-14 18:44:48.103000+00:00,exchange_v1_0_event_logfill
blockchain-etl,ethereum_zeroex,Exchange_v4_0_event_RfqOrderFilled,VIEW,NO,NO,2021-03-10 08:43:26.278000+00:00,exchange_v4_0_event_rfqorderfilled
blockchain-etl,ethereum_zeroex,Exchange_v4_0_event_LimitOrderFilled,VIEW,NO,NO,2021-03-10 08:43:16.960000+00:00,exchange_v4_0_event_limitorderfilled
blockchain-etl,ethereum_zeroex,Exchange_v2_1_event_Fill,VIEW,NO,NO,2020-05-14 18:46:34.841000+00:00,exchange_v2_1_event_fill
blockchain-etl,ethereum_zeroex,Exchange_v3_0_event_AssetProxyRegistered,VIEW,NO,NO,2020-05-14 18:46:31.262000+00:00,exchange_v3_0_event_assetproxyregistered
blockchain-etl,ethereum_zeroex,Exchange_v3_0_event_Cancel,VIEW,NO,NO,2020-05-14 18:46:34.051000+00:00,exchange_v3_0_event_cancel
blockchain-etl,ethereum_zeroex,Exchange_v2_0_event_Cancel,VIEW,NO,NO,2020-05-14 18:47:42.239000+00:00,exchange_v2_0_event_cancel
blockchain-etl,ethereum_zeroex,Exchange_v2_1_call_executeTransaction,VIEW,NO,NO,2020-05-14 18:45:05.417000+00:00,exchange_v2_1_call_executetransaction
blockchain-etl,ethereum_zeroex,Exchange_v3_0_event_TransactionExecution,VIEW,NO,NO,2020-05-14 18:49:39.535000+00:00,exchange_v3_0_event_transactionexecution
blockchain-etl,ethereum_zeroex,Exchange_v2_0_event_AssetProxyRegistered,VIEW,NO,NO,2020-05-14 18:47:41.357000+00:00,exchange_v2_0_event_assetproxyregistered
blockchain-etl,ethereum_zeroex,Exchange_v3_0_event_ProtocolFeeCollectorAddress,VIEW,NO,NO,2020-05-14 18:46:31.710000+00:00,exchange_v3_0_event_protocolfeecollectoraddress
blockchain-etl,ethereum_zeroex,Exchange_v2_0_event_CancelUpTo,VIEW,NO,NO,2020-05-14 18:44:56.603000+00:00,exchange_v2_0_event_cancelupto
blockchain-etl,ethereum_yearn,YearnGovernance_event_Staked,VIEW,NO,NO,2021-02-07 13:37:10.620000+00:00,yearngovernance_event_staked
blockchain-etl,ethereum_yearn,YearnGovernance_event_Withdrawn,VIEW,NO,NO,2021-02-07 13:36:48.504000+00:00,yearngovernance_event_withdrawn
blockchain-etl,ethereum_yearn,YearnGovernance_event_RewardPaid,VIEW,NO,NO,2021-02-07 13:36:48.371000+00:00,yearngovernance_event_rewardpaid
blockchain-etl,ethereum_yearn,YearnGovernance_event_OwnershipTransferred,VIEW,NO,NO,2021-02-07 13:37:09.874000+00:00,yearngovernance_event_ownershiptransferred
blockchain-etl,ethereum_yearn,YearnGovernance_event_RewardAdded,VIEW,NO,NO,2021-02-07 13:36:47.759000+00:00,yearngovernance_event_rewardadded
blockchain-etl,ethereum_yearn,YearnGovernance_call_voteFor,VIEW,NO,NO,2021-02-07 13:36:48.779000+00:00,yearngovernance_call_votefor
blockchain-etl,ethereum_yearn,YearnGovernance_call_voteAgainst,VIEW,NO,NO,2021-02-07 13:36:53.249000+00:00,yearngovernance_call_voteagainst
blockchain-etl,ethereum_yam,YAMLENDPool_event_OwnershipTransferred,VIEW,NO,NO,2020-08-11 18:22:49.872000+00:00,yamlendpool_event_ownershiptransferred
blockchain-etl,ethereum_yam,YAMLENDPool_event_Withdrawn,VIEW,NO,NO,2020-08-11 18:23:27.573000+00:00,yamlendpool_event_withdrawn
blockchain-etl,ethereum_yam,YAMYFIPool_event_Staked,VIEW,NO,NO,2020-08-11 18:30:26.854000+00:00,yamyfipool_event_staked
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_Approval,VIEW,NO,NO,2020-10-04 13:03:50.657000+00:00,yamdelegate_v3_event_approval
blockchain-etl,ethereum_yam,YAMMKRPool_event_Staked,VIEW,NO,NO,2020-08-11 18:28:38.049000+00:00,yammkrpool_event_staked
blockchain-etl,ethereum_yam,YAMSNXPool_event_RewardPaid,VIEW,NO,NO,2020-08-11 18:28:35.544000+00:00,yamsnxpool_event_rewardpaid
blockchain-etl,ethereum_yam,YAMDelegator_event_Approval,VIEW,NO,NO,2020-08-11 18:05:16.487000+00:00,yamdelegator_event_approval
blockchain-etl,ethereum_yam,YAMDelegator_event_NewIncentivizer,VIEW,NO,NO,2020-08-11 18:23:11.614000+00:00,yamdelegator_event_newincentivizer
blockchain-etl,ethereum_yam,YAMAMPLPool_event_OwnershipTransferred,VIEW,NO,NO,2020-08-11 18:21:25.905000+00:00,yamamplpool_event_ownershiptransferred
blockchain-etl,ethereum_yam,YAMLINKPool_event_RewardPaid,VIEW,NO,NO,2020-08-11 18:26:10.470000+00:00,yamlinkpool_event_rewardpaid
blockchain-etl,ethereum_yam,YAMCOMPPool_event_Staked,VIEW,NO,NO,2020-08-11 18:20:53.608000+00:00,yamcomppool_event_staked
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_Transfer,VIEW,NO,NO,2020-10-04 13:04:36.371000+00:00,yamdelegate_v3_event_transfer
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_NewGov,VIEW,NO,NO,2020-10-04 12:47:11.090000+00:00,yamdelegate_v3_event_newgov
blockchain-etl,ethereum_yam,YAMYFIPool_event_RewardPaid,VIEW,NO,NO,2020-08-11 18:47:08.866000+00:00,yamyfipool_event_rewardpaid
blockchain-etl,ethereum_yam,YAMMKRPool_event_RewardPaid,VIEW,NO,NO,2020-08-11 18:28:35.590000+00:00,yammkrpool_event_rewardpaid
blockchain-etl,ethereum_yam,YAMCOMPPool_event_Withdrawn,VIEW,NO,NO,2020-08-11 18:21:46.187000+00:00,yamcomppool_event_withdrawn
blockchain-etl,ethereum_yam,YAMAMPLPool_event_Withdrawn,VIEW,NO,NO,2020-08-11 18:20:55.341000+00:00,yamamplpool_event_withdrawn
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_Rebase,VIEW,NO,NO,2020-10-04 13:04:34.304000+00:00,yamdelegate_v3_event_rebase
blockchain-etl,ethereum_yam,YAMDelegator_event_DelegateVotesChanged,VIEW,NO,NO,2020-08-11 18:22:43.650000+00:00,yamdelegator_event_delegatevoteschanged
blockchain-etl,ethereum_yam,YAMAMPLPool_event_RewardPaid,VIEW,NO,NO,2020-08-11 18:20:53.909000+00:00,yamamplpool_event_rewardpaid
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_NewPendingGov,VIEW,NO,NO,2020-10-04 12:47:11.011000+00:00,yamdelegate_v3_event_newpendinggov
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_NewRebaser,VIEW,NO,NO,2020-10-04 12:48:08.006000+00:00,yamdelegate_v3_event_newrebaser
blockchain-etl,ethereum_yam,YAMDelegator_event_Transfer,VIEW,NO,NO,2020-08-11 18:30:42.818000+00:00,yamdelegator_event_transfer
blockchain-etl,ethereum_yam,YAMLENDPool_event_RewardAdded,VIEW,NO,NO,2020-08-11 18:22:58.546000+00:00,yamlendpool_event_rewardadded
blockchain-etl,ethereum_yam,YAMMKRPool_event_RewardAdded,VIEW,NO,NO,2020-08-11 18:28:36.660000+00:00,yammkrpool_event_rewardadded
blockchain-etl,ethereum_yam,YAMLENDPool_event_RewardPaid,VIEW,NO,NO,2020-08-11 18:23:02.966000+00:00,yamlendpool_event_rewardpaid
blockchain-etl,ethereum_yam,YAMSNXPool_event_Staked,VIEW,NO,NO,2020-08-11 18:29:33.931000+00:00,yamsnxpool_event_staked
blockchain-etl,ethereum_yam,YAMETHPool_event_OwnershipTransferred,VIEW,NO,NO,2020-08-11 18:30:44.524000+00:00,yamethpool_event_ownershiptransferred
blockchain-etl,ethereum_yam,YAMDelegator_event_NewPendingGov,VIEW,NO,NO,2020-08-11 18:23:49.773000+00:00,yamdelegator_event_newpendinggov
blockchain-etl,ethereum_yam,YAMDelegator_event_Rebase,VIEW,NO,NO,2020-08-11 18:24:59.447000+00:00,yamdelegator_event_rebase
blockchain-etl,ethereum_yam,YAMDelegator_event_Mint,VIEW,NO,NO,2020-08-11 18:22:32.533000+00:00,yamdelegator_event_mint
blockchain-etl,ethereum_yam,YAMSNXPool_event_Withdrawn,VIEW,NO,NO,2020-08-11 18:30:17.732000+00:00,yamsnxpool_event_withdrawn
blockchain-etl,ethereum_yam,YAMDelegator_event_NewImplementation,VIEW,NO,NO,2020-08-11 18:17:08.089000+00:00,yamdelegator_event_newimplementation
blockchain-etl,ethereum_yam,YAMSNXPool_event_RewardAdded,VIEW,NO,NO,2020-08-11 18:45:02.556000+00:00,yamsnxpool_event_rewardadded
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_DelegateVotesChanged,VIEW,NO,NO,2020-10-04 13:04:02.067000+00:00,yamdelegate_v3_event_delegatevoteschanged
blockchain-etl,ethereum_yam,YAMLINKPool_event_Staked,VIEW,NO,NO,2020-08-11 18:30:40.934000+00:00,yamlinkpool_event_staked
blockchain-etl,ethereum_yam,YAMLINKPool_event_OwnershipTransferred,VIEW,NO,NO,2020-08-11 18:23:45.170000+00:00,yamlinkpool_event_ownershiptransferred
blockchain-etl,ethereum_yam,YAMMKRPool_event_Withdrawn,VIEW,NO,NO,2020-08-11 18:28:34.335000+00:00,yammkrpool_event_withdrawn
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_Mint,VIEW,NO,NO,2020-10-04 13:03:34.714000+00:00,yamdelegate_v3_event_mint
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_NewMigrator,VIEW,NO,NO,2020-10-04 12:47:11.509000+00:00,yamdelegate_v3_event_newmigrator
blockchain-etl,ethereum_yam,YAMDelegator_event_DelegateChanged,VIEW,NO,NO,2020-08-11 18:22:04.550000+00:00,yamdelegator_event_delegatechanged
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_NewIncentivizer,VIEW,NO,NO,2020-10-04 12:46:56.468000+00:00,yamdelegate_v3_event_newincentivizer
blockchain-etl,ethereum_yam,YAMMKRPool_event_OwnershipTransferred,VIEW,NO,NO,2020-08-11 18:28:19.107000+00:00,yammkrpool_event_ownershiptransferred
blockchain-etl,ethereum_yam,YAMDelegator_event_NewGov,VIEW,NO,NO,2020-08-11 18:17:08.119000+00:00,yamdelegator_event_newgov
blockchain-etl,ethereum_yam,YAMSNXPool_event_OwnershipTransferred,VIEW,NO,NO,2020-08-11 18:28:36.240000+00:00,yamsnxpool_event_ownershiptransferred
blockchain-etl,ethereum_yam,YAMETHPool_event_RewardAdded,VIEW,NO,NO,2020-08-11 18:22:48.704000+00:00,yamethpool_event_rewardadded
blockchain-etl,ethereum_yam,YAMLENDPool_event_Staked,VIEW,NO,NO,2020-08-11 18:40:17.383000+00:00,yamlendpool_event_staked
blockchain-etl,ethereum_yam,YAMETHPool_event_Staked,VIEW,NO,NO,2020-08-11 18:22:48.300000+00:00,yamethpool_event_staked
blockchain-etl,ethereum_yam,YAMAMPLPool_event_Staked,VIEW,NO,NO,2020-08-11 18:21:31.928000+00:00,yamamplpool_event_staked
blockchain-etl,ethereum_yam,YAMCOMPPool_event_RewardAdded,VIEW,NO,NO,2020-08-11 18:20:50.621000+00:00,yamcomppool_event_rewardadded
blockchain-etl,ethereum_yam,YAMYFIPool_event_OwnershipTransferred,VIEW,NO,NO,2020-08-11 18:30:02.772000+00:00,yamyfipool_event_ownershiptransferred
blockchain-etl,ethereum_yam,YAMDelegator_event_NewRebaser,VIEW,NO,NO,2020-08-11 18:24:59.406000+00:00,yamdelegator_event_newrebaser
blockchain-etl,ethereum_yam,YAMLINKPool_event_Withdrawn,VIEW,NO,NO,2020-08-11 18:33:10.105000+00:00,yamlinkpool_event_withdrawn
blockchain-etl,ethereum_yam,YAMYFIPool_event_RewardAdded,VIEW,NO,NO,2020-08-11 18:30:03.056000+00:00,yamyfipool_event_rewardadded
blockchain-etl,ethereum_yam,YAMDelegate_v3_event_DelegateChanged,VIEW,NO,NO,2020-10-04 13:03:16.441000+00:00,yamdelegate_v3_event_delegatechanged
blockchain-etl,ethereum_yam,YAMETHPool_event_Withdrawn,VIEW,NO,NO,2020-08-11 18:39:38.805000+00:00,yamethpool_event_withdrawn
blockchain-etl,ethereum_yam,YAMCOMPPool_event_RewardPaid,VIEW,NO,NO,2020-08-11 18:21:22.737000+00:00,yamcomppool_event_rewardpaid
blockchain-etl,ethereum_yam,YAMAMPLPool_event_RewardAdded,VIEW,NO,NO,2020-08-11 18:05:17.810000+00:00,yamamplpool_event_rewardadded
blockchain-etl,ethereum_yam,YAMCOMPPool_event_OwnershipTransferred,VIEW,NO,NO,2020-08-11 18:21:40.928000+00:00,yamcomppool_event_ownershiptransferred
blockchain-etl,ethereum_yam,YAMETHPool_event_RewardPaid,VIEW,NO,NO,2020-08-11 18:39:13.250000+00:00,yamethpool_event_rewardpaid
blockchain-etl,ethereum_yam,YAMYFIPool_event_Withdrawn,VIEW,NO,NO,2020-08-11 18:30:28.318000+00:00,yamyfipool_event_withdrawn
blockchain-etl,ethereum_yam,YAMLINKPool_event_RewardAdded,VIEW,NO,NO,2020-08-11 18:43:07.868000+00:00,yamlinkpool_event_rewardadded
blockchain-etl,ethereum_xyo_network,TokenERC20_event_Burn,VIEW,NO,NO,2020-07-15 13:42:15.208000+00:00,tokenerc20_event_burn
blockchain-etl,ethereum_xyo_network,TokenERC20_event_Transfer,VIEW,NO,NO,2020-07-15 13:56:59.787000+00:00,tokenerc20_event_transfer
blockchain-etl,ethereum_weth,WETH9_event_Withdrawal,VIEW,NO,NO,2021-01-22 14:39:24.823000+00:00,weth9_event_withdrawal
blockchain-etl,ethereum_weth,WETH9_event_Deposit,VIEW,NO,NO,2021-01-22 14:38:40.767000+00:00,weth9_event_deposit
blockchain-etl,ethereum_weth,WETH9_event_Approval,VIEW,NO,NO,2021-01-22 14:39:00.407000+00:00,weth9_event_approval
blockchain-etl,ethereum_weth,WETH9_event_Transfer,VIEW,NO,NO,2021-01-22 14:39:27.341000+00:00,weth9_event_transfer
blockchain-etl,ethereum_wbtc,WBTC_event_MintFinished,VIEW,NO,NO,2020-05-15 09:46:39.022000+00:00,wbtc_event_mintfinished
blockchain-etl,ethereum_wbtc,WBTC_event_Unpause,VIEW,NO,NO,2020-05-15 09:47:01.925000+00:00,wbtc_event_unpause
blockchain-etl,ethereum_wbtc,WBTC_event_OwnershipRenounced,VIEW,NO,NO,2020-05-15 09:48:13.145000+00:00,wbtc_event_ownershiprenounced
blockchain-etl,ethereum_wbtc,WBTC_event_OwnershipTransferred,VIEW,NO,NO,2020-05-15 09:46:35.445000+00:00,wbtc_event_ownershiptransferred
blockchain-etl,ethereum_wbtc,WBTC_event_Burn,VIEW,NO,NO,2020-05-15 09:48:13.211000+00:00,wbtc_event_burn
blockchain-etl,ethereum_wbtc,WBTC_event_Pause,VIEW,NO,NO,2020-05-15 09:46:54.732000+00:00,wbtc_event_pause
blockchain-etl,ethereum_wbtc,WBTC_event_Approval,VIEW,NO,NO,2020-05-15 09:48:07.375000+00:00,wbtc_event_approval
blockchain-etl,ethereum_wbtc,WBTC_event_Transfer,VIEW,NO,NO,2020-05-15 09:47:02.912000+00:00,wbtc_event_transfer
blockchain-etl,ethereum_wbtc,WBTC_event_Mint,VIEW,NO,NO,2020-05-15 09:48:11.475000+00:00,wbtc_event_mint
blockchain-etl,ethereum_usdc,FiatTokenV1_event_Pause,VIEW,NO,NO,2020-05-15 09:42:19.485000+00:00,fiattokenv1_event_pause
blockchain-etl,ethereum_usdc,FiatTokenV1_event_Unpause,VIEW,NO,NO,2020-05-15 09:42:37.851000+00:00,fiattokenv1_event_unpause
blockchain-etl,ethereum_usdc,FiatTokenV1_event_UnBlacklisted,VIEW,NO,NO,2020-05-15 09:42:39.197000+00:00,fiattokenv1_event_unblacklisted
blockchain-etl,ethereum_usdc,FiatTokenV1_event_Blacklisted,VIEW,NO,NO,2020-05-15 09:39:44.048000+00:00,fiattokenv1_event_blacklisted
blockchain-etl,ethereum_usdc,FiatTokenV1_event_Burn,VIEW,NO,NO,2020-05-15 09:39:43.959000+00:00,fiattokenv1_event_burn
blockchain-etl,ethereum_usdc,FiatTokenV1_event_MinterRemoved,VIEW,NO,NO,2020-05-15 09:42:03.035000+00:00,fiattokenv1_event_minterremoved
blockchain-etl,ethereum_usdc,FiatTokenV1_event_PauserChanged,VIEW,NO,NO,2020-05-15 09:42:19.014000+00:00,fiattokenv1_event_pauserchanged
blockchain-etl,ethereum_usdc,FiatTokenV1_event_MasterMinterChanged,VIEW,NO,NO,2020-05-15 09:39:44.665000+00:00,fiattokenv1_event_masterminterchanged
blockchain-etl,ethereum_usdc,FiatTokenV1_event_MinterConfigured,VIEW,NO,NO,2020-05-15 09:42:03.047000+00:00,fiattokenv1_event_minterconfigured
blockchain-etl,ethereum_usdc,FiatTokenV1_event_Approval,VIEW,NO,NO,2020-05-15 09:39:44.496000+00:00,fiattokenv1_event_approval
blockchain-etl,ethereum_usdc,FiatTokenV1_event_Mint,VIEW,NO,NO,2020-05-15 09:42:04.397000+00:00,fiattokenv1_event_mint
blockchain-etl,ethereum_usdc,FiatTokenV1_event_Transfer,VIEW,NO,NO,2020-05-15 09:42:40.051000+00:00,fiattokenv1_event_transfer
blockchain-etl,ethereum_usdc,FiatTokenV1_event_OwnershipTransferred,VIEW,NO,NO,2020-05-15 09:42:18.869000+00:00,fiattokenv1_event_ownershiptransferred
blockchain-etl,ethereum_usdc,FiatTokenV1_event_BlacklisterChanged,VIEW,NO,NO,2020-05-15 09:39:44.169000+00:00,fiattokenv1_event_blacklisterchanged
blockchain-etl,ethereum_uniswap,Uniswap_Dai_event_AddLiquidity,VIEW,NO,NO,2020-05-14 19:36:48.904000+00:00,uniswap_dai_event_addliquidity
blockchain-etl,ethereum_uniswap,UniswapV3Pool_event_Flash,VIEW,NO,NO,2021-05-05 04:50:46.773000+00:00,uniswapv3pool_event_flash
blockchain-etl,ethereum_uniswap,UniswapV3Pool_event_Swap,VIEW,NO,NO,2021-05-05 04:50:07.798000+00:00,uniswapv3pool_event_swap
blockchain-etl,ethereum_uniswap,NonfungiblePositionManager_event_IncreaseLiquidity,VIEW,NO,NO,2021-05-05 04:42:13.863000+00:00,nonfungiblepositionmanager_event_increaseliquidity
blockchain-etl,ethereum_uniswap,UniswapV3Factory_event_PoolCreated,VIEW,NO,NO,2021-05-05 04:42:14.969000+00:00,uniswapv3factory_event_poolcreated
blockchain-etl,ethereum_uniswap,Uniswap_Dai_event_RemoveLiquidity,VIEW,NO,NO,2020-05-14 19:37:37.524000+00:00,uniswap_dai_event_removeliquidity
blockchain-etl,ethereum_uniswap,UniswapV3Pool_event_Initialize,VIEW,NO,NO,2021-05-05 04:47:50.822000+00:00,uniswapv3pool_event_initialize
blockchain-etl,ethereum_uniswap,UniswapV2Pair_event_Mint,VIEW,NO,NO,2020-05-16 17:53:33.136000+00:00,uniswapv2pair_event_mint
blockchain-etl,ethereum_uniswap,Uniswap_event_Transfer,VIEW,NO,NO,2020-05-14 19:40:40.964000+00:00,uniswap_event_transfer
blockchain-etl,ethereum_uniswap,Uniswap_event_TokenPurchase,VIEW,NO,NO,2020-05-14 19:39:17.432000+00:00,uniswap_event_tokenpurchase
blockchain-etl,ethereum_uniswap,Uniswap_event_RemoveLiquidity,VIEW,NO,NO,2020-05-14 19:39:14.764000+00:00,uniswap_event_removeliquidity
blockchain-etl,ethereum_uniswap,Uniswap_event_Approval,VIEW,NO,NO,2020-05-14 19:37:57.665000+00:00,uniswap_event_approval
blockchain-etl,ethereum_uniswap,UniswapV3Factory_event_FeeAmountEnabled,VIEW,NO,NO,2021-05-05 04:42:16.354000+00:00,uniswapv3factory_event_feeamountenabled
blockchain-etl,ethereum_uniswap,UniswapV3Pool_event_IncreaseObservationCardinalityNext,VIEW,NO,NO,2021-05-05 04:47:30.432000+00:00,uniswapv3pool_event_increaseobservationcardinalitynext
blockchain-etl,ethereum_uniswap,Uni_event_Transfer,VIEW,NO,NO,2021-02-09 13:40:09.906000+00:00,uni_event_transfer
blockchain-etl,ethereum_uniswap,Uniswap_event_AddLiquidity,VIEW,NO,NO,2020-05-14 19:40:19.662000+00:00,uniswap_event_addliquidity
blockchain-etl,ethereum_uniswap,GovernorAlpha_event_VoteCast,VIEW,NO,NO,2021-02-07 13:48:26.128000+00:00,governoralpha_event_votecast
blockchain-etl,ethereum_uniswap,Uni_event_DelegateVotesChanged,VIEW,NO,NO,2021-02-09 13:39:00.182000+00:00,uni_event_delegatevoteschanged
blockchain-etl,ethereum_uniswap,Uniswap_Dai_event_TokenPurchase,VIEW,NO,NO,2020-05-14 19:37:56.351000+00:00,uniswap_dai_event_tokenpurchase
blockchain-etl,ethereum_uniswap,UniswapV3Pool_event_Mint,VIEW,NO,NO,2021-05-05 04:48:05.839000+00:00,uniswapv3pool_event_mint
blockchain-etl,ethereum_uniswap,NonfungiblePositionManager_event_Transfer,VIEW,NO,NO,2021-05-05 04:46:07.814000+00:00,nonfungiblepositionmanager_event_transfer
blockchain-etl,ethereum_uniswap,Uni_event_DelegateChanged,VIEW,NO,NO,2021-02-09 13:38:59.648000+00:00,uni_event_delegatechanged
blockchain-etl,ethereum_uniswap,UniswapV2Pair_event_Sync,VIEW,NO,NO,2020-05-16 17:40:31.985000+00:00,uniswapv2pair_event_sync
blockchain-etl,ethereum_uniswap,UniswapV2Pair_event_Swap,VIEW,NO,NO,2020-05-16 17:39:49.792000+00:00,uniswapv2pair_event_swap
blockchain-etl,ethereum_uniswap,UniswapV2Pair_event_Burn,VIEW,NO,NO,2020-05-16 17:40:31.859000+00:00,uniswapv2pair_event_burn
blockchain-etl,ethereum_uniswap,UniswapV2Pair_event_Approval,VIEW,NO,NO,2020-05-16 17:39:50.682000+00:00,uniswapv2pair_event_approval
blockchain-etl,ethereum_uniswap,UniswapV3Pool_event_CollectProtocol,VIEW,NO,NO,2021-05-05 04:54:42.687000+00:00,uniswapv3pool_event_collectprotocol
blockchain-etl,ethereum_uniswap,Uniswap_event_EthPurchase,VIEW,NO,NO,2020-05-14 19:38:00.244000+00:00,uniswap_event_ethpurchase
blockchain-etl,ethereum_uniswap,NonfungiblePositionManager_event_Approval,VIEW,NO,NO,2021-05-05 04:42:19.011000+00:00,nonfungiblepositionmanager_event_approval
blockchain-etl,ethereum_uniswap,Uni_event_MinterChanged,VIEW,NO,NO,2021-02-09 13:38:35.753000+00:00,uni_event_minterchanged
blockchain-etl,ethereum_uniswap,UniswapV2Factory_event_PairCreated,VIEW,NO,NO,2020-05-16 17:38:02.528000+00:00,uniswapv2factory_event_paircreated
blockchain-etl,ethereum_uniswap,NonfungiblePositionManager_event_ApprovalForAll,VIEW,NO,NO,2021-05-05 04:42:13.999000+00:00,nonfungiblepositionmanager_event_approvalforall
blockchain-etl,ethereum_uniswap,UniswapV3Pool_event_Collect,VIEW,NO,NO,2021-05-05 04:54:59.351000+00:00,uniswapv3pool_event_collect
blockchain-etl,ethereum_uniswap,Uniswap_Dai_event_EthPurchase,VIEW,NO,NO,2020-05-14 19:39:36.019000+00:00,uniswap_dai_event_ethpurchase
blockchain-etl,ethereum_uniswap,UniswapV3Factory_event_OwnerChanged,VIEW,NO,NO,2021-05-05 04:46:07.897000+00:00,uniswapv3factory_event_ownerchanged
blockchain-etl,ethereum_uniswap,NonfungiblePositionManager_event_Collect,VIEW,NO,NO,2021-05-05 04:45:58.604000+00:00,nonfungiblepositionmanager_event_collect
blockchain-etl,ethereum_uniswap,Vyper_contract_event_NewExchange,VIEW,NO,NO,2020-05-14 18:12:42.454000+00:00,vyper_contract_event_newexchange
blockchain-etl,ethereum_uniswap,Uni_event_Approval,VIEW,NO,NO,2021-02-09 13:39:03.886000+00:00,uni_event_approval
blockchain-etl,ethereum_uniswap,UniswapV3Pool_event_Burn,VIEW,NO,NO,2021-05-05 04:54:58.041000+00:00,uniswapv3pool_event_burn
blockchain-etl,ethereum_uniswap,NonfungibleTokenPositionDescriptor_event_UpdateTokenRatioPriority,VIEW,NO,NO,2021-05-05 04:42:16.253000+00:00,nonfungibletokenpositiondescriptor_event_updatetokenratiopriority
blockchain-etl,ethereum_uniswap,UniswapV3Pool_event_SetFeeProtocol,VIEW,NO,NO,2021-05-05 04:48:05.858000+00:00,uniswapv3pool_event_setfeeprotocol
blockchain-etl,ethereum_uniswap,NonfungiblePositionManager_event_DecreaseLiquidity,VIEW,NO,NO,2021-05-05 04:42:19.201000+00:00,nonfungiblepositionmanager_event_decreaseliquidity
blockchain-etl,ethereum_uniswap,UniswapV2Router02_call_swapExactETHForTokens,VIEW,NO,NO,2021-01-28 15:43:54.793000+00:00,uniswapv2router02_call_swapexactethfortokens
blockchain-etl,ethereum_uniswap,UniswapV2Pair_event_Transfer,VIEW,NO,NO,2020-05-16 17:39:53.221000+00:00,uniswapv2pair_event_transfer
blockchain-etl,ethereum_trusttoken,TrueUSD_event_Transfer,VIEW,NO,NO,2020-05-15 09:34:47.050000+00:00,trueusd_event_transfer
blockchain-etl,ethereum_trusttoken,TrueUSD_event_Burn,VIEW,NO,NO,2020-05-15 09:33:48.817000+00:00,trueusd_event_burn
blockchain-etl,ethereum_trusttoken,TrueUSD_event_OwnershipTransferred,VIEW,NO,NO,2020-05-15 09:34:46.289000+00:00,trueusd_event_ownershiptransferred
blockchain-etl,ethereum_trusttoken,TrueUSD_event_Approval,VIEW,NO,NO,2020-05-15 09:34:44.575000+00:00,trueusd_event_approval
blockchain-etl,ethereum_trusttoken,TrueUSD_event_Mint,VIEW,NO,NO,2020-05-15 09:33:24.639000+00:00,trueusd_event_mint
blockchain-etl,ethereum_trusttoken,TrueUSD_event_WipeBlacklistedAccount,VIEW,NO,NO,2020-05-15 09:33:52.340000+00:00,trueusd_event_wipeblacklistedaccount
blockchain-etl,ethereum_trusttoken,TrueUSD_event_SetBurnBounds,VIEW,NO,NO,2020-05-15 09:33:50.571000+00:00,trueusd_event_setburnbounds
