table_catalog,table_schema,table_name,table_type,is_insertable_into,is_typed,creation_time,table_name_lower
blockchain-etl,ethereum_singularity_net,SingularityNetToken_event_Approval,VIEW,NO,NO,2020-07-15 13:57:14.849000+00:00,singularitynettoken_event_approval
blockchain-etl,ethereum_singularity_net,SingularityNetToken_event_Pause,VIEW,NO,NO,2020-07-15 13:52:28.438000+00:00,singularitynettoken_event_pause
blockchain-etl,ethereum_renbtc,RenERC20LogicV1_call_mint,VIEW,NO,NO,2020-07-10 16:55:26.221000+00:00,renerc20logicv1_call_mint
blockchain-etl,ethereum_renbtc,RenERC20LogicV1_event_LogRateChanged,VIEW,NO,NO,2020-07-10 16:51:19.292000+00:00,renerc20logicv1_event_logratechanged
blockchain-etl,ethereum_renbtc,RenERC20LogicV1_event_Approval,VIEW,NO,NO,2020-07-10 16:51:26.078000+00:00,renerc20logicv1_event_approval
blockchain-etl,ethereum_renbtc,RenERC20LogicV1_call_burn,VIEW,NO,NO,2020-07-10 16:55:09.199000+00:00,renerc20logicv1_call_burn
blockchain-etl,ethereum_renbtc,RenERC20LogicV1_event_OwnershipTransferred,VIEW,NO,NO,2020-07-10 16:51:18.768000+00:00,renerc20logicv1_event_ownershiptransferred
blockchain-etl,ethereum_renbtc,RenERC20LogicV1_event_Transfer,VIEW,NO,NO,2020-07-10 16:51:31.765000+00:00,renerc20logicv1_event_transfer
blockchain-etl,ethereum_ruler,BonusRewards_event_Deposit,VIEW,NO,NO,2021-04-01 12:59:57.178000+00:00,bonusrewards_event_deposit
blockchain-etl,ethereum_ruler,AdminUpgradeabilityProxy_event_AdminChanged,VIEW,NO,NO,2021-04-01 12:59:54.590000+00:00,adminupgradeabilityproxy_event_adminchanged
blockchain-etl,ethereum_ruler,RULER_event_Approval,VIEW,NO,NO,2021-04-01 13:04:43.406000+00:00,ruler_event_approval
blockchain-etl,ethereum_ruler,AdminUpgradeabilityProxy_event_Upgraded,VIEW,NO,NO,2021-04-01 13:07:03.161000+00:00,adminupgradeabilityproxy_event_upgraded
blockchain-etl,ethereum_ruler,BonusRewards_event_PausedStatusUpdated,VIEW,NO,NO,2021-04-01 13:11:21.765000+00:00,bonusrewards_event_pausedstatusupdated
blockchain-etl,ethereum_ruler,Oracle_event_OwnershipTransferred,VIEW,NO,NO,2021-04-01 12:59:56.736000+00:00,oracle_event_ownershiptransferred
blockchain-etl,ethereum_ruler,BonusRewards_event_Withdraw,VIEW,NO,NO,2021-04-01 12:59:58.885000+00:00,bonusrewards_event_withdraw
blockchain-etl,ethereum_ruler,RulerZap_event_OwnershipTransferred,VIEW,NO,NO,2021-04-01 13:04:25.964000+00:00,rulerzap_event_ownershiptransferred
blockchain-etl,ethereum_ruler,RULER_event_Transfer,VIEW,NO,NO,2021-04-01 13:04:29.064000+00:00,ruler_event_transfer
blockchain-etl,ethereum_ruler,RULER_event_OwnershipTransferred,VIEW,NO,NO,2021-04-01 13:04:37.831000+00:00,ruler_event_ownershiptransferred
blockchain-etl,ethereum_ruler,BonusRewards_event_OwnershipTransferred,VIEW,NO,NO,2021-04-01 12:59:59.612000+00:00,bonusrewards_event_ownershiptransferred
blockchain-etl,ethereum_opyn,OptionsFactory_event_OptionsContractCreated,VIEW,NO,NO,2020-06-30 13:23:35.403000+00:00,optionsfactory_event_optionscontractcreated
blockchain-etl,ethereum_opyn,oToken_event_ERC20CollateralAdded,VIEW,NO,NO,2020-06-30 13:43:28.355000+00:00,otoken_event_erc20collateraladded
blockchain-etl,ethereum_opyn,oToken_event_Approval,VIEW,NO,NO,2020-06-30 13:43:33.133000+00:00,otoken_event_approval
blockchain-etl,ethereum_opyn,OptionsFactory_event_AssetAdded,VIEW,NO,NO,2020-06-30 13:12:03.487000+00:00,optionsfactory_event_assetadded
blockchain-etl,ethereum_opyn,oToken_event_RemoveUnderlying,VIEW,NO,NO,2020-06-30 14:00:29.292000+00:00,otoken_event_removeunderlying
blockchain-etl,ethereum_opyn,OptionsFactory_event_OwnershipTransferred,VIEW,NO,NO,2020-06-30 13:12:05.707000+00:00,optionsfactory_event_ownershiptransferred
blockchain-etl,ethereum_opyn,oToken_event_Transfer,VIEW,NO,NO,2020-06-30 14:01:11.236000+00:00,otoken_event_transfer
blockchain-etl,ethereum_opyn,oToken_event_UpdateParameters,VIEW,NO,NO,2020-06-30 13:49:57.797000+00:00,otoken_event_updateparameters
blockchain-etl,ethereum_opyn,oToken_event_RemoveCollateral,VIEW,NO,NO,2020-06-30 13:46:55.176000+00:00,otoken_event_removecollateral
blockchain-etl,ethereum_opyn,oToken_event_Liquidate,VIEW,NO,NO,2020-06-30 13:43:25.578000+00:00,otoken_event_liquidate
blockchain-etl,ethereum_opyn,oToken_event_VaultOpened,VIEW,NO,NO,2020-06-30 13:50:08.356000+00:00,otoken_event_vaultopened
blockchain-etl,ethereum_opyn,oToken_event_IssuedOTokens,VIEW,NO,NO,2020-06-30 13:43:25.552000+00:00,otoken_event_issuedotokens
blockchain-etl,ethereum_opyn,oToken_event_TransferFee,VIEW,NO,NO,2020-06-30 13:44:10.134000+00:00,otoken_event_transferfee
blockchain-etl,ethereum_opyn,oToken_event_BurnOTokens,VIEW,NO,NO,2020-06-30 13:38:48.539000+00:00,otoken_event_burnotokens
blockchain-etl,ethereum_opyn,oToken_event_ETHCollateralAdded,VIEW,NO,NO,2020-06-30 13:42:45.985000+00:00,otoken_event_ethcollateraladded
blockchain-etl,ethereum_opyn,oToken_event_RedeemVaultBalance,VIEW,NO,NO,2020-06-30 13:46:56.300000+00:00,otoken_event_redeemvaultbalance
blockchain-etl,ethereum_opyn,OptionsFactory_event_AssetChanged,VIEW,NO,NO,2020-06-30 13:11:16.982000+00:00,optionsfactory_event_assetchanged
blockchain-etl,ethereum_opyn,oToken_event_Exercise,VIEW,NO,NO,2020-06-30 13:55:12.777000+00:00,otoken_event_exercise
blockchain-etl,ethereum_opyn,oToken_event_OwnershipTransferred,VIEW,NO,NO,2020-06-30 13:45:00.407000+00:00,otoken_event_ownershiptransferred
blockchain-etl,ethereum_opyn,OptionsFactory_event_AssetDeleted,VIEW,NO,NO,2020-06-30 13:12:06.196000+00:00,optionsfactory_event_assetdeleted
blockchain-etl,ethereum_mintable,MintableExchange_event_OwnershipTransferred,VIEW,NO,NO,2021-08-10 23:46:30.280000+00:00,mintableexchange_event_ownershiptransferred
blockchain-etl,ethereum_mintable,MintableNFT_event_Transfer,VIEW,NO,NO,2021-08-10 05:57:21.048000+00:00,mintablenft_event_transfer
blockchain-etl,ethereum_mintable,MintableNFT_event_Approval,VIEW,NO,NO,2021-08-10 05:57:24.219000+00:00,mintablenft_event_approval
blockchain-etl,ethereum_mintable,MintableExchange_event_NFTSold,VIEW,NO,NO,2021-08-11 14:51:37.312000+00:00,mintableexchange_event_nftsold
blockchain-etl,ethereum_mintable,MintableNFT_event_SeriesMade,VIEW,NO,NO,2021-08-10 05:57:27.075000+00:00,mintablenft_event_seriesmade
blockchain-etl,ethereum_mintable,MintableNFT_event_RecievedRoyalties,VIEW,NO,NO,2021-08-10 05:57:14.412000+00:00,mintablenft_event_recievedroyalties
blockchain-etl,ethereum_mintable,MintableNFT_event_TransferPayment,VIEW,NO,NO,2021-08-10 05:58:50.017000+00:00,mintablenft_event_transferpayment
blockchain-etl,ethereum_mintable,MintableNFT_event_ApprovalForAll,VIEW,NO,NO,2021-08-10 05:57:35.256000+00:00,mintablenft_event_approvalforall
blockchain-etl,ethereum_mintable,MintableNFT_event_SeriesPurchased,VIEW,NO,NO,2021-08-10 05:58:55.927000+00:00,mintablenft_event_seriespurchased
blockchain-etl,ethereum_mintable,MintableNFT_event_OwnershipTransferred,VIEW,NO,NO,2021-08-10 05:58:59.165000+00:00,mintablenft_event_ownershiptransferred
blockchain-etl,ethereum_mintable,MintableNFT_event_TransferFee,VIEW,NO,NO,2021-08-10 05:57:27.251000+00:00,mintablenft_event_transferfee
blockchain-etl,ethereum_mooniswap,MooniswapDeployer_call_deploy,VIEW,NO,NO,2020-12-29 08:53:10.867000+00:00,mooniswapdeployer_call_deploy
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_Deployed,VIEW,NO,NO,2020-12-25 20:39:01.153000+00:00,mooniswapfactory_event_deployed
blockchain-etl,ethereum_mooniswap,Mooniswap_event_Transfer,VIEW,NO,NO,2020-08-19 06:16:16.087000+00:00,mooniswap_event_transfer
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_DefaultFeeVoteUpdate,VIEW,NO,NO,2020-12-25 20:39:01.015000+00:00,mooniswapfactory_event_defaultfeevoteupdate
blockchain-etl,ethereum_mooniswap,MooniFactory_event_OwnershipTransferred,VIEW,NO,NO,2020-08-19 05:56:45.168000+00:00,moonifactory_event_ownershiptransferred
blockchain-etl,ethereum_mooniswap,Mooniswap_event_Deposited,VIEW,NO,NO,2020-08-19 06:14:31.895000+00:00,mooniswap_event_deposited
blockchain-etl,ethereum_mooniswap,Mooniswap_event_Withdrawn,VIEW,NO,NO,2020-08-19 06:14:41.364000+00:00,mooniswap_event_withdrawn
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_GovernanceFeeReceiverUpdate,VIEW,NO,NO,2020-12-25 20:39:10.732000+00:00,mooniswapfactory_event_governancefeereceiverupdate
blockchain-etl,ethereum_mooniswap,Mooniswap_v2_event_Swapped,VIEW,NO,NO,2021-01-04 19:46:10.885000+00:00,mooniswap_v2_event_swapped
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_GovernanceShareVoteUpdate,VIEW,NO,NO,2020-12-25 20:35:02.240000+00:00,mooniswapfactory_event_governancesharevoteupdate
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_Unpaused,VIEW,NO,NO,2020-12-25 20:36:22.940000+00:00,mooniswapfactory_event_unpaused
blockchain-etl,ethereum_mooniswap,Mooniswap_event_OwnershipTransferred,VIEW,NO,NO,2020-08-19 05:57:48.864000+00:00,mooniswap_event_ownershiptransferred
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_Paused,VIEW,NO,NO,2020-12-25 20:35:18.950000+00:00,mooniswapfactory_event_paused
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_DefaultSlippageFeeVoteUpdate,VIEW,NO,NO,2020-12-25 20:39:00.898000+00:00,mooniswapfactory_event_defaultslippagefeevoteupdate
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_DefaultDecayPeriodVoteUpdate,VIEW,NO,NO,2020-12-25 20:36:54.979000+00:00,mooniswapfactory_event_defaultdecayperiodvoteupdate
blockchain-etl,ethereum_mooniswap,MooniFactory_event_Deployed,VIEW,NO,NO,2020-08-19 05:56:24.130000+00:00,moonifactory_event_deployed
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_ReferralShareVoteUpdate,VIEW,NO,NO,2020-12-25 20:36:19.555000+00:00,mooniswapfactory_event_referralsharevoteupdate
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_ReferralFeeReceiverUpdate,VIEW,NO,NO,2020-12-25 20:36:24.020000+00:00,mooniswapfactory_event_referralfeereceiverupdate
blockchain-etl,ethereum_mooniswap,MooniswapFactory_event_OwnershipTransferred,VIEW,NO,NO,2020-12-25 20:37:16.306000+00:00,mooniswapfactory_event_ownershiptransferred
blockchain-etl,ethereum_mooniswap,Mooniswap_event_Swapped,VIEW,NO,NO,2020-08-19 06:13:53.133000+00:00,mooniswap_event_swapped
blockchain-etl,ethereum_mooniswap,Mooniswap_event_Approval,VIEW,NO,NO,2020-08-19 06:16:07.382000+00:00,mooniswap_event_approval
blockchain-etl,ethereum_oneinch,OneInchExchange_event_OwnershipTransferred,VIEW,NO,NO,2020-05-14 19:22:23.323000+00:00,oneinchexchange_event_ownershiptransferred
blockchain-etl,ethereum_oneinch,OneInchExchange_v2_event_OwnershipTransferred,VIEW,NO,NO,2021-01-04 07:17:35.538000+00:00,oneinchexchange_v2_event_ownershiptransferred
blockchain-etl,ethereum_oneinch,MerkleDistributor_event_Claimed,VIEW,NO,NO,2021-06-11 07:05:38.056000+00:00,merkledistributor_event_claimed
blockchain-etl,ethereum_oneinch,AggregationRouterV3_event_Error,VIEW,NO,NO,2021-06-11 07:06:12.814000+00:00,aggregationrouterv3_event_error
blockchain-etl,ethereum_oneinch,OneInchExchange_v2_event_Unpaused,VIEW,NO,NO,2021-01-04 07:17:34.297000+00:00,oneinchexchange_v2_event_unpaused
blockchain-etl,ethereum_oneinch,OneInchExchange_event_History,VIEW,NO,NO,2020-05-14 19:19:50.597000+00:00,oneinchexchange_event_history
blockchain-etl,ethereum_oneinch,OneInchExchange_v2_event_Swapped,VIEW,NO,NO,2021-01-04 07:18:14.922000+00:00,oneinchexchange_v2_event_swapped
blockchain-etl,ethereum_oneinch,AggregationRouterV3_event_OwnershipTransferred,VIEW,NO,NO,2021-06-11 06:59:25.413000+00:00,aggregationrouterv3_event_ownershiptransferred
blockchain-etl,ethereum_oneinch,AggregationRouterV3_event_Swapped,VIEW,NO,NO,2021-06-11 07:00:07.292000+00:00,aggregationrouterv3_event_swapped
blockchain-etl,ethereum_oneinch,OneInchExchange_event_Swapped,VIEW,NO,NO,2020-05-14 19:20:10.404000+00:00,oneinchexchange_event_swapped
blockchain-etl,ethereum_oneinch,OneInchExchange_v2_event_Error,VIEW,NO,NO,2021-01-04 07:18:03.812000+00:00,oneinchexchange_v2_event_error
blockchain-etl,ethereum_oneinch,OneInchExchange_v2_event_Paused,VIEW,NO,NO,2021-01-04 07:17:02.767000+00:00,oneinchexchange_v2_event_paused
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_Deployed,VIEW,NO,NO,2021-02-10 06:41:00.996000+00:00,mooniswapfactory_event_deployed
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_GovernanceWalletUpdate,VIEW,NO,NO,2021-02-10 06:41:02.358000+00:00,mooniswapfactory_event_governancewalletupdate
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_DefaultFeeVoteUpdate,VIEW,NO,NO,2021-02-10 06:41:59.425000+00:00,mooniswapfactory_event_defaultfeevoteupdate
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_GovernanceShareVoteUpdate,VIEW,NO,NO,2021-02-10 06:43:03.283000+00:00,mooniswapfactory_event_governancesharevoteupdate
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_Unpaused,VIEW,NO,NO,2021-02-10 06:42:57.342000+00:00,mooniswapfactory_event_unpaused
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_Paused,VIEW,NO,NO,2021-02-10 06:42:57.670000+00:00,mooniswapfactory_event_paused
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_DefaultSlippageFeeVoteUpdate,VIEW,NO,NO,2021-02-10 06:42:59.755000+00:00,mooniswapfactory_event_defaultslippagefeevoteupdate
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_DefaultDecayPeriodVoteUpdate,VIEW,NO,NO,2021-02-10 06:41:04.908000+00:00,mooniswapfactory_event_defaultdecayperiodvoteupdate
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_FeeCollectorUpdate,VIEW,NO,NO,2021-02-10 06:41:57.916000+00:00,mooniswapfactory_event_feecollectorupdate
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_ReferralShareVoteUpdate,VIEW,NO,NO,2021-02-10 06:41:59.706000+00:00,mooniswapfactory_event_referralsharevoteupdate
blockchain-etl,ethereum_oneinch_lp,MooniswapFactory_event_OwnershipTransferred,VIEW,NO,NO,2021-02-10 06:42:57.795000+00:00,mooniswapfactory_event_ownershiptransferred
blockchain-etl,ethereum_graph_protocol,GraphTokenLockManager_event_ProxyCreated,VIEW,NO,NO,2021-03-29 20:18:55.432000+00:00,graphtokenlockmanager_event_proxycreated
blockchain-etl,ethereum_graph_protocol,GraphTokenLockManager_event_TokenLockCreated,VIEW,NO,NO,2021-03-29 20:19:11.869000+00:00,graphtokenlockmanager_event_tokenlockcreated
blockchain-etl,ethereum_graph_protocol,GraphTokenLockManager_event_TokensWithdrawn,VIEW,NO,NO,2021-03-29 20:19:17.035000+00:00,graphtokenlockmanager_event_tokenswithdrawn
blockchain-etl,ethereum_graph_protocol,GraphTokenLockManager_event_MasterCopyUpdated,VIEW,NO,NO,2021-03-29 20:18:44.585000+00:00,graphtokenlockmanager_event_mastercopyupdated
blockchain-etl,ethereum_graph_protocol,GraphTokenLockManager_event_TokensDeposited,VIEW,NO,NO,2021-03-29 20:19:17.437000+00:00,graphtokenlockmanager_event_tokensdeposited
blockchain-etl,ethereum_graph_protocol,GraphTokenLockManager_event_TokenDestinationAllowed,VIEW,NO,NO,2021-03-29 20:18:54.962000+00:00,graphtokenlockmanager_event_tokendestinationallowed
blockchain-etl,ethereum_graph_protocol,GraphTokenLockManager_event_OwnershipTransferred,VIEW,NO,NO,2021-03-29 20:18:55.443000+00:00,graphtokenlockmanager_event_ownershiptransferred
blockchain-etl,ethereum_graph_protocol,GraphTokenLockManager_event_FunctionCallAuth,VIEW,NO,NO,2021-03-29 20:18:53.962000+00:00,graphtokenlockmanager_event_functioncallauth
blockchain-etl,ethereum_request,RequestToken_event_Transfer,VIEW,NO,NO,2020-07-15 13:14:13.800000+00:00,requesttoken_event_transfer
blockchain-etl,ethereum_request,RequestToken_event_OwnershipTransferred,VIEW,NO,NO,2020-07-15 13:13:11.720000+00:00,requesttoken_event_ownershiptransferred
blockchain-etl,ethereum_request,RequestToken_event_Burn,VIEW,NO,NO,2020-07-15 13:13:06.720000+00:00,requesttoken_event_burn
blockchain-etl,ethereum_request,RequestToken_event_Approval,VIEW,NO,NO,2020-07-15 13:14:00.479000+00:00,requesttoken_event_approval
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v3_event_WhitelistRemoved,VIEW,NO,NO,2021-02-01 06:29:42.549000+00:00,augustusswapperold_v3_event_whitelistremoved
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v1_event_OwnershipTransferred,VIEW,NO,NO,2021-02-01 06:26:14.147000+00:00,augustusswapperold_v1_event_ownershiptransferred
blockchain-etl,ethereum_paraswap,AugustusSwapper_v3_event_FeeTaken,VIEW,NO,NO,2021-01-31 17:42:24.622000+00:00,augustusswapper_v3_event_feetaken
blockchain-etl,ethereum_paraswap,AugustusSwapper_v2_event_Donation,VIEW,NO,NO,2021-01-31 17:40:18.722000+00:00,augustusswapper_v2_event_donation
blockchain-etl,ethereum_paraswap,AugustusSwapper_v3_event_OwnershipTransferred,VIEW,NO,NO,2021-01-31 17:57:24.806000+00:00,augustusswapper_v3_event_ownershiptransferred
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v3_event_WhitelistAdded,VIEW,NO,NO,2021-02-01 06:29:42.931000+00:00,augustusswapperold_v3_event_whitelistadded
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v3_event_Unpaused,VIEW,NO,NO,2021-02-01 06:29:41.721000+00:00,augustusswapperold_v3_event_unpaused
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v1_event_Swapped,VIEW,NO,NO,2021-02-01 06:26:11.563000+00:00,augustusswapperold_v1_event_swapped
blockchain-etl,ethereum_paraswap,AugustusSwapper_v2_event_Swapped,VIEW,NO,NO,2021-01-31 17:42:30.467000+00:00,augustusswapper_v2_event_swapped
blockchain-etl,ethereum_paraswap,AugustusSwapper_v1_event_FeeTaken,VIEW,NO,NO,2021-01-31 17:40:25.436000+00:00,augustusswapper_v1_event_feetaken
blockchain-etl,ethereum_paraswap,AugustusSwapper_v2_event_Bought,VIEW,NO,NO,2021-01-31 17:40:31.098000+00:00,augustusswapper_v2_event_bought
blockchain-etl,ethereum_paraswap,AugustusSwapper_v3_event_Swapped,VIEW,NO,NO,2021-01-31 17:57:26.090000+00:00,augustusswapper_v3_event_swapped
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v1_event_Paused,VIEW,NO,NO,2021-02-01 06:27:34.211000+00:00,augustusswapperold_v1_event_paused
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v1_event_WhitelistAdded,VIEW,NO,NO,2021-02-01 06:26:22.401000+00:00,augustusswapperold_v1_event_whitelistadded
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v1_event_WhitelistRemoved,VIEW,NO,NO,2021-02-01 06:26:17.063000+00:00,augustusswapperold_v1_event_whitelistremoved
blockchain-etl,ethereum_paraswap,AugustusSwapper_v2_event_FeeTaken,VIEW,NO,NO,2021-01-31 17:41:46.386000+00:00,augustusswapper_v2_event_feetaken
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v1_event_Unpaused,VIEW,NO,NO,2021-02-01 06:27:32.429000+00:00,augustusswapperold_v1_event_unpaused
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v3_event_Swapped,VIEW,NO,NO,2021-02-01 06:29:54.452000+00:00,augustusswapperold_v3_event_swapped
blockchain-etl,ethereum_paraswap,AugustusSwapper_v2_event_OwnershipTransferred,VIEW,NO,NO,2021-01-31 17:40:20.108000+00:00,augustusswapper_v2_event_ownershiptransferred
blockchain-etl,ethereum_paraswap,AugustusSwapper_v1_event_Swapped,VIEW,NO,NO,2021-01-31 17:40:01.317000+00:00,augustusswapper_v1_event_swapped
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v3_event_Paused,VIEW,NO,NO,2021-02-01 06:29:43.335000+00:00,augustusswapperold_v3_event_paused
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v1_event_Payed,VIEW,NO,NO,2021-02-01 06:26:22.389000+00:00,augustusswapperold_v1_event_payed
blockchain-etl,ethereum_paraswap,AugustusSwapper_v1_event_OwnershipTransferred,VIEW,NO,NO,2021-01-31 17:38:34.102000+00:00,augustusswapper_v1_event_ownershiptransferred
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v2_event_WhitelistRemoved,VIEW,NO,NO,2021-02-01 06:27:41.337000+00:00,augustusswapperold_v2_event_whitelistremoved
blockchain-etl,ethereum_paraswap,AugustusSwapper_v3_event_Bought,VIEW,NO,NO,2021-01-31 17:42:25.835000+00:00,augustusswapper_v3_event_bought
blockchain-etl,ethereum_paraswap,AugustusSwapper_v2_event_Unpaused,VIEW,NO,NO,2021-01-31 17:42:15.868000+00:00,augustusswapper_v2_event_unpaused
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v2_event_Payed,VIEW,NO,NO,2021-02-01 06:27:33.563000+00:00,augustusswapperold_v2_event_payed
blockchain-etl,ethereum_paraswap,AugustusSwapper_v1_event_Paused,VIEW,NO,NO,2021-01-31 17:38:35.280000+00:00,augustusswapper_v1_event_paused
blockchain-etl,ethereum_paraswap,AugustusSwapper_v1_event_Unpaused,VIEW,NO,NO,2021-01-31 17:40:06.779000+00:00,augustusswapper_v1_event_unpaused
blockchain-etl,ethereum_paraswap,AugustusSwapper_v1_event_Donation,VIEW,NO,NO,2021-01-31 17:40:17.320000+00:00,augustusswapper_v1_event_donation
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v2_event_Paused,VIEW,NO,NO,2021-02-01 06:26:17.150000+00:00,augustusswapperold_v2_event_paused
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v2_event_Unpaused,VIEW,NO,NO,2021-02-01 06:27:36.383000+00:00,augustusswapperold_v2_event_unpaused
blockchain-etl,ethereum_paraswap,AugustusSwapper_v3_event_Paused,VIEW,NO,NO,2021-01-31 17:57:10.148000+00:00,augustusswapper_v3_event_paused
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v3_event_Payed,VIEW,NO,NO,2021-02-01 06:29:28.511000+00:00,augustusswapperold_v3_event_payed
blockchain-etl,ethereum_paraswap,AugustusSwapper_v2_event_Paused,VIEW,NO,NO,2021-01-31 17:40:57.127000+00:00,augustusswapper_v2_event_paused
blockchain-etl,ethereum_paraswap,AugustusSwapper_v3_event_Unpaused,VIEW,NO,NO,2021-01-31 17:57:32+00:00,augustusswapper_v3_event_unpaused
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v2_event_WhitelistAdded,VIEW,NO,NO,2021-02-01 06:26:16.990000+00:00,augustusswapperold_v2_event_whitelistadded
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v2_event_Swapped,VIEW,NO,NO,2021-02-01 06:26:17.155000+00:00,augustusswapperold_v2_event_swapped
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v3_event_OwnershipTransferred,VIEW,NO,NO,2021-02-01 06:26:23.952000+00:00,augustusswapperold_v3_event_ownershiptransferred
blockchain-etl,ethereum_paraswap,AugustusSwapperOld_v2_event_OwnershipTransferred,VIEW,NO,NO,2021-02-01 06:27:37.146000+00:00,augustusswapperold_v2_event_ownershiptransferred
blockchain-etl,ethereum_rari,AdminUpgradeabilityProxy_event_AdminChanged,VIEW,NO,NO,2021-04-01 13:06:20.521000+00:00,adminupgradeabilityproxy_event_adminchanged
blockchain-etl,ethereum_rari,RariFundController_event_FundDisabled,VIEW,NO,NO,2021-04-01 12:59:58.486000+00:00,rarifundcontroller_event_funddisabled
blockchain-etl,ethereum_rari,RariFundController_event_OwnershipTransferred,VIEW,NO,NO,2021-04-01 13:02:15.055000+00:00,rarifundcontroller_event_ownershiptransferred
blockchain-etl,ethereum_rari,AdminUpgradeabilityProxy_event_Upgraded,VIEW,NO,NO,2021-04-01 13:00:05.408000+00:00,adminupgradeabilityproxy_event_upgraded
blockchain-etl,ethereum_rari,RariFundController_event_PoolAllocation,VIEW,NO,NO,2021-04-01 13:02:20.410000+00:00,rarifundcontroller_event_poolallocation
blockchain-etl,ethereum_rari,RariFundController_event_FundRebalancerSet,VIEW,NO,NO,2021-04-01 13:02:11.821000+00:00,rarifundcontroller_event_fundrebalancerset
blockchain-etl,ethereum_rari,RariFundProxy_event_OwnershipTransferred,VIEW,NO,NO,2021-04-01 13:02:13.702000+00:00,rarifundproxy_event_ownershiptransferred
blockchain-etl,ethereum_rari,RariFundProxy_event_PreDepositExchange,VIEW,NO,NO,2021-04-01 13:04:20.467000+00:00,rarifundproxy_event_predepositexchange
blockchain-etl,ethereum_rari,RariFundProxy_event_RelayHubChanged,VIEW,NO,NO,2021-04-01 13:04:26.120000+00:00,rarifundproxy_event_relayhubchanged
blockchain-etl,ethereum_rari,RariFundProxy_event_GsnTrustedSignerSet,VIEW,NO,NO,2021-04-01 13:02:15.084000+00:00,rarifundproxy_event_gsntrustedsignerset
blockchain-etl,ethereum_rari,RariFundProxy_event_PostWithdrawalExchange,VIEW,NO,NO,2021-04-01 13:04:28.880000+00:00,rarifundproxy_event_postwithdrawalexchange
blockchain-etl,ethereum_rari,RariFundController_event_FundEnabled,VIEW,NO,NO,2021-04-01 13:07:25.945000+00:00,rarifundcontroller_event_fundenabled
blockchain-etl,ethereum_rari,RariFundProxy_event_FundManagerSet,VIEW,NO,NO,2021-04-01 13:02:13.614000+00:00,rarifundproxy_event_fundmanagerset
blockchain-etl,ethereum_rari,RariFundController_event_CurrencyTrade,VIEW,NO,NO,2021-04-01 13:07:24.794000+00:00,rarifundcontroller_event_currencytrade
blockchain-etl,ethereum_rari,RariFundController_event_FundManagerSet,VIEW,NO,NO,2021-04-01 13:02:12.581000+00:00,rarifundcontroller_event_fundmanagerset
blockchain-etl,ethereum_opensea,WyvernProxyRegistry_event_OwnershipTransferred,VIEW,NO,NO,2021-03-19 05:24:09.886000+00:00,wyvernproxyregistry_event_ownershiptransferred
blockchain-etl,ethereum_opensea,WyvernExchange_event_OrderApprovedPartTwo,VIEW,NO,NO,2021-03-19 05:33:28.346000+00:00,wyvernexchange_event_orderapprovedparttwo
blockchain-etl,ethereum_opensea,WyvernExchange_event_OrderCancelled,VIEW,NO,NO,2021-03-19 06:04:54.378000+00:00,wyvernexchange_event_ordercancelled
