pool_address,pool_name,pool_symbol,token_symbol,token_address,decimals
0x4ca9b3063ec5866a4b82e437059d2c43d1be596f,Curve.fi hBTC/wBTC,hCRV,wBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8
0x09672362833d8f703d5395ef3252d4bfa51c15ca,Curve.fi HUSD/3Crv,husd3CRV,HUSD,0xdf574c24545e5ffecb9a659c229253d4111d87e1,8
0x09672362833d8f703d5395ef3252d4bfa51c15ca,Curve.fi HUSD/3Crv,husd3CRV,3CRV,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,18
0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf,Curve.fi cyDAI/cyUSDC/cyUSDT,ib3CRV,cyDAI,0x8e595470ed749b85c6f7669de83eae304c2ec68f,8
0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf,Curve.fi cyDAI/cyUSDC/cyUSDT,ib3CRV,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,18
0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf,Curve.fi cyDAI/cyUSDC/cyUSDT,ib3CRV,cyUSDC,0x76eb2fe28b36b3ee97f3adae0c69606eedb2a37c,8
0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf,Curve.fi cyDAI/cyUSDC/cyUSDT,ib3CRV,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf,Curve.fi cyDAI/cyUSDC/cyUSDT,ib3CRV,cyUSDT,0x48759f220ed983db51fa7a8c0d2aab8f3ce4166a,8
0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf,Curve.fi cyDAI/cyUSDC/cyUSDT,ib3CRV,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
0xf178c0b5bb7e7abf4e12a4838c7b7c5ba2c623c0,Curve.fi LINK/sLINK,linkCRV,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,18
0xf178c0b5bb7e7abf4e12a4838c7b7c5ba2c623c0,Curve.fi LINK/sLINK,linkCRV,sLINK,0xbbc455cb4f1b9e4bfc4b73970d360c8f032efee6,18
0x1de7f0866e2c4adac7b457c58cc25c8688cda1f2,Curve.fi LinkUSD/3Crv,LinkUSD3CRV,LINKUSD,0x0e2ec54fc0b509f445631bf4b91ab8168230c752,18
0x1de7f0866e2c4adac7b457c58cc25c8688cda1f2,Curve.fi LinkUSD/3Crv,LinkUSD3CRV,3CRV,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,18
0x803a2b40c5a9bb2b86dd630b274fa2a9202874c2,Curve.fi MUSD/3Crv,musd3CRV,MUSD,0xe2f2a5c287993345a840db3b0845fbc70f5935a5,18
0x803a2b40c5a9bb2b86dd630b274fa2a9202874c2,Curve.fi MUSD/3Crv,musd3CRV,3CRV,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490,18
0xd5bcf53e2c81e1991570f33fa881c49eea570c8d,Curve.fi oBTC/sbtcCRV,oBTC/sbtcCRV,oBTC,0x8064d9ae6cdf087b1bcd5bdf3531bd5d8c537a68,18
0xd5bcf53e2c81e1991570f33fa881c49eea570c8d,Curve.fi oBTC/sbtcCRV,oBTC/sbtcCRV,sbtcCRV,0x075b1bb99792c9e1041ba13afef80c91a1e70fb3,18
0xa50ccc70b6a011cffddf45057e39679379187287,Curve.fi DAI/USDC/USDT/PAX,ypaxCrv,ycDAI,0x99d1fa417f94dcd62bfe781a1213c092a47041bc,18
0xa50ccc70b6a011cffddf45057e39679379187287,Curve.fi DAI/USDC/USDT/PAX,ypaxCrv,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,18
0xa50ccc70b6a011cffddf45057e39679379187287,Curve.fi DAI/USDC/USDT/PAX,ypaxCrv,ycUSDC,0x9777d7e2b60bb01759d0e2f8be2095df444cb07e,6
0xa50ccc70b6a011cffddf45057e39679379187287,Curve.fi DAI/USDC/USDT/PAX,ypaxCrv,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
0xa50ccc70b6a011cffddf45057e39679379187287,Curve.fi DAI/USDC/USDT/PAX,ypaxCrv,ycUSDT,0x1be5d71f2da660bfdee8012ddc58d024448a0a59,6
0xa50ccc70b6a011cffddf45057e39679379187287,Curve.fi DAI/USDC/USDT/PAX,ypaxCrv,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
